time,Tmean_CCSM4,dT_CCSM4,Tmean_HadGEM,dT_HadGEM2,Tmean_IPSL,dT_IPSL,Tmean_MPI,dT_MPI
1875,13.441108,0.05373529032257984,13.611126,-0.00246622580645095,12.398132,0.10172235483871006,13.668551,0.14773719354838732
1876,13.423738,0.03636529032258018,13.726946,0.11335377419354842,12.211317,-0.085092645161291,13.752443,0.23162919354838607
1877,13.301498,-0.0858747096774195,13.805312,0.19171977419354924,12.245186,-0.051223645161289966,13.540481,0.019667193548386308
1878,13.234226,-0.1531467096774204,13.636329,0.02273677419354847,12.237275,-0.05913464516128997,13.52804,0.007226193548387272
1879,13.320395,-0.06697770967742045,13.429534,-0.18405822580645115,12.07045,-0.22595964516129108,13.591795,0.07098119354838595
1880,13.53169,0.14431729032257934,13.435381,-0.17821122580645188,12.201445,-0.09496464516129066,13.521593,7.791935483858481e-4
1881,13.464171,0.07679829032258034,13.612404,-0.001188225806451726,12.390549,0.09413935483870972,13.466406,-0.05440780645161425
1882,13.336697,-0.050675709677420855,13.816462,0.20286977419354812,12.231724,-0.0646856451612905,13.328512,-0.19230180645161354
1883,13.270991,-0.11638170967741956,13.707578,0.09398577419354837,12.076766,-0.2196436451612911,13.202816,-0.31799780645161313
1884,12.87718,-0.5101927096774208,13.400035,-0.21355722580645065,11.736657,-0.5597526451612911,12.965487,-0.5553268064516139
1885,13.126564,-0.26080870967741987,13.469596,-0.14399622580645222,11.821927,-0.4744826451612898,12.841759,-0.6790548064516138
1886,13.021757,-0.36561570967742085,13.456507,-0.15708522580645123,11.954962,-0.3414476451612902,12.937721,-0.5830928064516137
1887,12.936353,-0.45101970967741956,13.252753,-0.3608392258064512,11.936661,-0.35974864516128946,13.134439,-0.38637480645161304
1888,13.189431,-0.1979417096774192,13.465615,-0.14797722580645178,12.02136,-0.2750496451612907,13.288616,-0.23219780645161414
1889,13.211466,-0.17590670967742028,13.553375,-0.060217225806450614,11.869195,-0.4272146451612908,13.356128,-0.16468580645161346
1890,13.268411,-0.11896170967741959,13.629941,0.016348774193549076,11.922903,-0.3735066451612905,13.283316,-0.23749780645161422
1891,13.305683,-0.08168970967741984,13.617953,0.004360774193548522,11.970912,-0.3254976451612901,13.171818,-0.34899580645161343
1892,13.100189,-0.2871837096774197,13.458951,-0.15464122580645068,12.077788,-0.21862164516129035,13.289262,-0.23155180645161266
1893,13.137718,-0.24965470967742043,13.288122,-0.3254702258064519,11.99607,-0.30033964516129075,13.510676,-0.01013780645161333
1894,13.351762,-0.035610709677419194,13.312801,-0.3007912258064511,11.968305,-0.32810464516128945,13.450748,-0.07006580645161264
1895,13.393516,0.006143290322579986,13.439468,-0.1741242258064517,11.994464,-0.30194564516128963,13.414484,-0.1063298064516136
1896,13.235089,-0.15228370967741967,13.668613,0.055020774193549116,11.989418,-0.30699164516128974,13.540254,0.019440193548385665
1897,13.310948,-0.07642470967742021,13.579648,-0.033944225806450845,11.962224,-0.33418564516128946,13.622081,0.1012671935483862
1898,13.422152,0.034779290322580536,13.468273,-0.1453192258064515,11.93742,-0.35898964516129084,13.417662,-0.10315180645161348
1899,13.355538,-0.03183470967742075,13.569333,-0.04425922580645114,11.942891,-0.35351864516129083,13.395072,-0.1257418064516127
1900,13.333552,-0.05382070967742081,13.53493,-0.07866222580645221,12.038655,-0.25775464516129,13.437263,-0.08355080645161372
1901,13.516944,0.12957129032258052,13.626378,0.012785774193549315,12.048478,-0.24793164516129096,13.396586,-0.12422780645161424
1902,13.443601,0.056228290322579255,13.607452,-0.006140225806451127,12.252191,-0.04421864516129048,13.349456,-0.17135780645161347
1903,12.754755,-0.6326177096774206,13.525775,-0.08781722580645202,12.116934,-0.17947564516128978,13.395939,-0.1248748064516132
1904,12.779933,-0.6074397096774202,13.528518,-0.08507422580645141,12.158108,-0.13830164516128995,13.415175,-0.10563880645161383
1905,13.08379,-0.3035827096774195,13.667385,0.053792774193548,12.246901,-0.04950864516129094,13.404084,-0.11672980645161424
1906,13.038038,-0.34933470967741975,13.659575,0.04598277419354879,12.218518,-0.07789164516129077,13.462337,-0.05847680645161368
1907,13.076143,-0.3112297096774199,13.609202,-0.004390225806451653,12.257253,-0.039156645161289916,13.303756,-0.21705780645161354
1908,13.286624,-0.10074870967742022,13.548948,-0.06464422580645213,12.220546,-0.07586364516128974,13.352989000000001,-0.16782480645161257
1909,13.509613,0.12224029032257988,13.404057,-0.20953522580645156,12.202093,-0.09431664516129068,13.516865,-0.003948806451614217
1910,13.374957,-0.012415709677419784,13.49038,-0.12321222580645141,12.161253,-0.13515664516129,13.558738,0.0379241935483865
1911,13.209813,-0.17755970967741952,13.465371,-0.14822122580645214,12.308754,0.012344354838710103,13.464729,-0.05608480645161329
1912,13.235326,-0.1520467096774194,13.30214,-0.3114522258064518,12.195175,-0.10123464516128955,13.645487,0.1246731935483858
1913,13.214878,-0.17249470967741942,13.492413,-0.12117922580645057,12.174672,-0.12173764516129104,13.621703,0.10088919354838666
1914,13.330685,-0.05668770967741921,13.622633,0.009040774193548984,12.226436,-0.06997364516129068,13.66507,0.1442561935483866
1915,13.331851,-0.05552170967741965,13.57905,-0.034542225806450944,12.252698,-0.04371164516128978,13.581825,0.0610111935483868
1916,13.472255,0.08488229032258054,13.68119,0.0675977741935494,12.124938,-0.1714716451612901,13.736381,0.21556719354838627
1917,13.487223,0.09985029032258019,13.803284,0.1896917741935482,12.252352,-0.04405764516129018,13.625894,0.10508019354838716
1918,13.349255,-0.038117709677420564,13.800511,0.18691877419354874,12.355382,0.05897235483871022,13.556626,0.03581219354838616
1919,13.445911,0.05853829032258062,13.786191,0.17259877419354908,12.243855,-0.05255464516129038,13.645823,0.12500919354838658
1920,13.547376,0.16000329032257987,13.742934,0.12934177419354853,12.20882,-0.08758964516129097,13.592487,0.07167319354838675
1921,13.431212,0.04383929032258038,13.679601,0.06600877419354845,12.284393,-0.01201664516129064,13.394975,-0.12583880645161294
1922,13.495199,0.10782629032257951,13.591453,-0.02213922580645189,12.421598,0.12518835483870916,13.466321,-0.05449280645161281
1923,13.598117,0.21074429032258024,13.608153,-0.005439225806451731,12.347363,0.05095335483870933,13.523364,0.0025501935483873694
1924,13.711304,0.32393129032258017,13.789605,0.17601277419354844,12.312939,0.016529354838709764,13.48128,-0.03953380645161353
1925,13.517403,0.13003029032257984,13.655981,0.04238877419354914,12.424614,0.12820435483870973,13.597354,0.07654019354838582
